시군별,2022
소계,6378632
수원시,556550
성남시,356554
안양시,219025
부천시,310441
광명시,106517
평택시,329305
안산시,322022
과천시,30963
오산시,115345
시흥시,269484
군포시,105326
의왕시,69439
하남시,141362
용인시,500539
이천시,127247
안성시,115872
김포시,242644
화성시,502830
광주시,211044
여주시,74584
양평군,66574
의정부시,177755
동두천시,40875
고양시,452846
구리시,73929
남양주시,326650
파주시,247974
양주시,122407
포천시,99270
연천군,29966
가평군,33293
